383.95,383.95,221.11,221.04,100.7,100.7,171.01,135.11,145.56,145.56,111.37
406.43,406.43,256.5,84.8,239.15,239.15,307.5,170.24,168.95,168.95,81.85
158.44,158.44,308.8,492.04,514.82,514.82,510.25,395.83,395.15,395.15,631.1
324.87,324.87,166.25,102.02,250.76,250.76,297.59,79.98,78.7,78.7,174.67
369.32,369.32,206.48,219.51,92.16,92.16,162.47,120.21,128.77,128.77,133.37
591.14,591.14,507.42,586.73,279.69,279.69,203.63,419.08,473.21,473.21,476.07
202.88,202.88,397.88,560.56,632.97,632.97,628.4,485.8,463.68,463.68,699.62
54.11,54.11,144.45,327.68,381.81,381.81,377.24,231.47,230.79,230.79,466.74
311.13,311.13,198.3,45.81,351.34,351.34,398.17,180.56,125.87,125.87,181.14
385.95,385.95,227.32,187.79,134.4,134.4,204.72,141.06,139.77,139.77,111.14
330.32,330.32,167.48,219.48,131.9,131.9,178.73,84.44,119.58,119.58,177.09
392.28,392.28,233.65,160.99,163.49,163.49,233.8,147.39,146.1,146.1,100.33
403.49,403.49,244.87,159.26,160.48,160.48,230.79,158.6,157.32,157.32,92.61
40.47,40.47,202.59,385.82,419.31,419.31,414.73,289.61,288.93,288.93,524.88
389.16,389.16,230.53,157.87,164.59,164.59,234.9,144.27,142.98,142.98,109.42
370.09,370.09,220.55,81.74,238.8,238.8,309.11,134.29,133,133,120.31
52.94,52.94,191.49,374.72,408.21,408.21,403.63,278.52,277.83,277.83,513.78
388.18,388.18,229.55,190.02,123.55,123.55,193.87,143.29,142,142,108.61
379.43,379.43,220.8,149.26,175.77,175.77,246.08,134.54,133.25,133.25,109.42
295.02,295.02,192.9,98.8,277.41,277.41,324.24,106.63,57.89,57.89,196.15
372.9,372.9,214.27,112.38,204.35,204.35,274.66,128.01,126.72,126.72,120.36
197.77,197.77,355.94,539.18,561.96,561.96,557.38,442.97,442.29,442.29,678.24
433.64,433.64,275.02,235.49,90.1,90.1,174.22,188.75,187.47,187.47,102.54
400.5,400.5,241.88,202.35,125.39,125.39,192.58,155.61,154.33,154.33,97.14
299.86,299.86,188.8,94.7,273.31,273.31,320.15,102.54,62.73,62.73,192.05
292.1,292.1,190.62,83.72,275.13,275.13,321.96,104.35,54.96,54.96,202.76
374.82,374.82,216.2,176.67,153.4,153.4,223.72,129.93,128.65,128.65,121.36
234.72,234.72,166.14,130.17,327.9,327.9,374.73,157.12,88.83,88.83,278.84
356.17,356.17,193.32,227.73,92.91,92.91,165.06,107.33,135.18,135.18,142.56
400.62,400.62,241.99,202.46,117.66,117.66,187.98,155.73,154.44,154.44,103.81
525.79,525.79,342.98,379.75,96.38,96.38,123.81,254.38,307.52,307.52,244.94
376.25,376.25,224.12,99.13,236.42,236.42,294.07,137.86,136.57,136.57,115.17
381.6,381.6,218.76,246,79.97,79.97,150.28,132.76,151.55,151.55,124.68
299.99,299.99,137.15,129.05,221.66,221.66,268.49,50.89,59.62,59.62,226.41
501.06,501.06,353.32,191.67,145.13,145.13,244.62,264.73,254.88,254.88,56.86
321.64,321.64,158.8,159.51,163.05,163.05,247.65,72.53,81.09,81.09,169.6
544.87,544.87,382.03,353.58,139.07,139.07,181.03,293.43,324.8,324.8,218.77
383,383,224.38,184.85,138.68,138.68,209,138.11,136.83,136.83,113.83
374.62,374.62,211.78,225.75,91.37,91.37,161.69,125.79,144.57,144.57,124.06
374.43,374.43,222.31,91.48,230.45,230.45,300.76,136.04,134.76,134.76,114.19
100.46,100.46,188.73,371.96,386.16,386.16,381.59,275.76,275.08,275.08,511.02
501.16,501.16,353.43,178.84,145.23,145.23,244.73,264.83,254.99,254.99,44.03
42.23,42.23,181.14,364.37,397.86,397.86,393.28,268.16,267.48,267.48,503.43
389.78,389.78,231.15,153.57,166.09,166.09,236.41,144.89,143.6,143.6,106.65
455.99,455.99,297.37,204.35,110.53,110.53,210.02,211.1,209.82,209.82,69.53
456.19,456.19,297.56,204.54,110.34,110.34,209.83,211.3,210.01,210.01,69.73
247.58,247.58,84.73,175.14,196.71,196.71,243.54,25.89,39.56,39.56,272.49
372.38,372.38,213.76,130.6,188.5,188.5,258.81,127.49,126.21,126.21,113.92
345.44,345.44,210.8,68.32,295.31,295.31,342.14,124.53,123.44,123.44,146.87
344.78,344.78,202.93,67.66,287.44,287.44,334.27,116.66,115.57,115.57,165.01
370.58,370.58,211.96,93.2,226.8,226.8,297.12,125.69,124.41,124.41,117.87
375.44,375.44,212.6,243.34,81.82,81.82,152.13,126.61,148.89,148.89,132.83
162.69,162.69,320.87,504.1,526.88,526.88,522.31,407.9,407.21,407.21,643.16
220.06,220.06,378.24,561.47,584.25,584.25,579.68,465.27,464.58,464.58,700.53
41.89,41.89,226.07,409.3,442.79,442.79,438.22,313.1,312.42,312.42,548.36
305.01,305.01,164.7,105.41,249.21,249.21,296.04,78.44,58.84,58.84,202.76
54.29,54.29,177.81,361.04,393.19,393.19,388.62,264.84,264.15,264.15,500.1
404.56,404.56,245.94,166.58,155.62,155.62,225.93,159.67,158.39,158.39,91.84
411.2,411.2,252.57,174.51,152.11,152.11,222.42,166.31,165.02,165.02,88.23
277.56,277.56,114.72,144.94,221.23,221.23,268.06,50.42,31.34,31.34,242.29
276.91,276.91,114.07,144.29,220.59,220.59,267.42,49.77,37.45,37.45,241.64
279.32,279.32,116.47,142.69,222.99,222.99,269.82,52.17,39.85,39.85,240.04
132.54,132.54,234.53,397.22,493.27,493.27,540.1,322.45,300.33,300.33,536.28
137.83,137.83,239.82,397.12,493.17,493.17,540,322.36,300.23,300.23,536.18
338.34,338.34,175.5,176.68,135.42,135.42,216.44,89.23,97.79,97.79,153.87
339.38,339.38,176.54,177.71,135.47,135.47,216.49,90.27,98.83,98.83,151.6
331.02,331.02,220.57,26.01,347.19,347.19,394.02,176.41,124.09,124.09,161.34
475.91,475.91,317.29,163.04,151.54,151.54,251.03,231.02,229.74,229.74,28.23
374.25,374.25,198.81,176.1,133.55,133.55,203.86,112.55,121.1,121.1,135.57
358.66,358.66,195.82,178.57,131.08,131.08,201.4,109.55,118.11,118.11,138.04
446.29,446.29,287.66,211.83,118.75,118.75,218.24,201.4,200.11,200.11,77.01
445.14,445.14,286.51,210.52,119.59,119.59,219.08,200.24,198.96,198.96,75.71
566.21,566.21,471.24,549.76,243.1,243.1,166.72,382.64,435.79,435.79,439.15
48.71,48.71,203.15,390.43,472.9,472.9,468.33,315.67,293.55,293.55,529.49
504.99,504.99,346.37,172.69,157.23,157.23,256.72,260.1,258.82,258.82,38.79
506.23,506.23,347.61,172.85,158.47,158.47,257.96,261.34,260.06,260.06,39.27
503.23,503.23,344.61,171.84,152.24,152.24,251.73,258.34,257.06,257.06,37.03
505.07,505.07,346.44,171.69,157.31,157.31,256.8,260.18,258.89,258.89,38.86
566.51,566.51,471.53,550.06,243.39,243.39,167.02,382.94,436.08,436.08,439.45
239.05,239.05,102.76,131.77,275.21,275.21,322.04,104.39,49.19,49.19,270.84
375.3,375.3,212.46,250.77,78.71,78.71,149.03,126.46,156.31,156.31,129.44
375.29,375.29,212.45,230.18,92.04,92.04,162.35,126.46,145.24,145.24,119.71
350.95,350.95,243.17,368.24,100.09,100.09,63.43,201.12,254.27,254.27,267.99
383.81,383.81,220.07,231.27,98.27,98.27,173.06,132.82,153.33,153.33,117.57
311.21,311.21,174.69,97.17,259.2,259.2,306.03,88.42,65.03,65.03,194.52
105.13,105.13,179.71,375.29,379.33,379.33,374.75,279.08,278.4,278.4,514.35
