337.49,345.09,243.68,263.52,322.98,631.59,282.34,131.95,249.92,324.6,283.98,330.93,342.15,138.4,327.82,308.74,141.25,326.83,318.08,234.12,311.55,291.69,372.14,339.15,238.52,231.19,313.48,173.46,309.82,339.27,466.39,314.91,335.25,253.66,439.7,275.29,505.43,321.65,328.28,313.09,186.95,439.8,126.8,328.43,394.65,394.83,197.64,311.04,285.1,283.43,309.23,329.06,256.85,297.58,158.43,243.67,142.6,343.22,349.85,227.58,226.93,229.38,118.15,123.44,292.01,293.03,269.81,414.55,312.91,315.38,384.78,383.79,594.64,112.56,443.63,444.87,441.88,464.14,594.94,177.32,328.78,328.81,413.38,336.72,249.86,190.7,190.03,160.86,111.97,489.98,203.22,202.94,202.86,227.84,248,256.31,247.07,139.05,243.62,411.43,349.97,350.51,618.94,209.39,579.15,336.9,352.31,305.83,379.16,259.47,259.43,346.25,397.47,622.38,270.93,270.42,138.33,245.58,250.12,249.16,246.98,246.35,248.4,241.72,229.5,229.69,340.88,70.16,314.12,313.73,414.57,233.35,294.29,183.6,191.21,255.76,129.65,515.29,312.47,328.24,256.55,125.55,242.54,301.51,342.82,378.29,380.98,260.95,253.06,255.68,248.06,245.35,247.29,308.37,308.77,342.46,252.43,302.79,92.12,88.86,86.3,86.57,237.86,328.16,328.15,247.58,166.98,367.6,289.58,210.97,215.74,258.62,332.1,335.79,336.72,214.8,249.43,248.92,250.69,316.43,329.37,323.14,336.38,334.64,328.55,373.09,374.93,223.44,213.47,213.45,477.97,356.44,355.64,135.31,87.53,251.38,432.2,248.62,264.19,66.46,347.88,220.11,89.59,400.75,240.61,243.62,235.88,394.37,254.71,253.86,254.41,254.64,256.76,431.56,287.18,246.77,248.59,251.81,302.87,300.94,431.25,339.5,175.71,471.55,471.55,471.55,339.15,339.89,311.93,337.71,341.33,337.04,336.27,335.21,146.33,122.66,103.67,93.18,97.23,92.44,409.22,310.85,396.89,370.61,370.68,361.87,347.05,185.28,363.41,338.43,260,333.21,313.63,308.25,327.91,293.14,377.34,192.47,352.46,399.17,337.49,247.08,351.4,259.23,396.03,508.17,268.01,151.93,251.42,141.71,337.35,322.77,340.89,325.64,324.97,319.38,318.55,386.17,385.01,236.72,322.6,251.37,255.37,237.27,364.36,166.91,329.08,274.95,302.62,505.64,343.56,416.45,184.21,191.45,341.37,352.7,350.42,373.47,288.95,311.96,333.86,332.89,337.8,333.68,316.8,337.77,331.6,128.53,480.99,239.89,312.45,101.29,274,107.23,109.75,233.86
339.72,347.2,236.47,265.64,325.63,634.24,275.14,141.16,252.58,326.72,286.09,333.05,344.27,147.12,329.93,310.86,150.39,328.95,320.2,236.77,313.67,284.46,374.79,341.27,240.64,233.85,315.59,176.11,311.93,341.39,468.5,317.02,337.37,255.77,441.81,277.42,507.54,323.77,330.39,315.2,195.67,441.92,135.94,330.55,396.76,397.48,199.76,313.15,286.21,285.55,311.35,331.18,249.78,290.37,151.22,245.78,151.74,345.34,351.97,230.23,229.58,231.49,110.93,116.22,294.13,295.68,272.46,416.67,315.02,317.49,387.44,385.9,596.76,105,445.75,446.99,443.99,445.83,597.06,179.82,331.03,331.06,416.03,339.38,251.98,199.84,199.17,153.65,121.12,492.09,211.94,211.66,211.58,230.49,250.16,258.48,249.22,148.19,236.42,412.76,352.09,352.63,621.06,211.51,581.26,339.02,354.43,307.95,381.28,261.58,261.55,348.37,399.58,624.5,273.58,273.07,148.93,247.69,258.54,251.27,249.09,248.47,250.51,243.84,222.28,222.48,343.54,72.27,316.24,315.85,415.89,235.46,296.54,186.26,193.33,257.87,138.79,517.94,314.59,330.27,259.21,134.69,244.65,304.16,345.07,380.4,383.09,253.74,255.71,257.79,250.17,247.47,249.94,310.48,311.43,344.58,254.11,304.91,96.32,93.06,90.5,90.77,239.97,330.28,330.28,249.26,169.1,370.25,291.7,213.08,217.85,260.74,334.22,338.04,338.83,222.97,252.09,251.57,253.35,318.54,331.49,325.25,338.5,336.76,330.66,375.74,377.05,225.55,221.64,221.61,480.09,358.59,357.75,144.04,80.31,259.3,434.31,251.28,266.84,68.58,350,222.23,93.78,402.08,242.99,246.01,238.53,396.49,258.65,256.51,258.34,258.57,259.42,433.67,279.97,249.11,250.27,254.46,304.99,303.06,433.37,341.62,178.22,474.2,474.2,474.2,341.27,342.01,314.05,339.82,343.59,339.16,338.39,337.33,148.98,125.31,112.81,102.32,106.37,101.58,411.34,313.5,399.02,373.26,372.95,364.52,349.17,187.93,365.52,340.55,252.79,335.32,315.74,310.37,330.03,295.25,379.46,194.59,354.72,400.5,340.15,249.19,354.05,261.34,398.68,510.29,270.13,154.58,254.08,150.85,340.01,324.88,343.01,327.75,327.08,321.5,320.66,388.29,387.13,239.37,325.26,253.05,259.3,230.06,366.51,169.02,331.2,277.06,304.73,507.76,345.67,418.57,186.87,194.1,343.49,354.81,352.13,375.58,291.2,314.07,335.97,335.54,339.92,336.33,318.91,339.88,333.72,132.73,483.11,242,305.23,123.39,266.78,116.37,118.74,235.98
399.7,407.63,216.85,326.07,385.19,693.8,225.19,152.59,312.14,387.14,346.52,393.48,404.7,160.71,390.36,371.29,185.47,389.37,380.63,296.33,374.1,251.39,434.35,401.7,301.07,293.4,376.02,235.67,372.36,401.81,528.93,377.45,397.79,316.2,502.24,337.51,567.97,384.2,390.82,375.63,233.36,502.35,174.75,390.98,457.19,457.04,260.18,373.58,347.31,345.98,371.78,391.6,230.57,240.42,131.59,306.21,186.82,405.77,412.4,289.79,289.14,291.92,45.39,49.44,354.56,355.24,332.02,477.1,375.45,377.92,446.99,446.33,657.19,102.32,506.18,507.42,504.42,526.35,657.48,239.53,390.99,391.02,475.59,398.94,312.4,237.66,236.98,122.49,112.94,552.52,266.57,266.29,266.21,290.05,310.22,318.52,309.28,183.27,216.79,473.65,412.51,413.05,681.48,271.94,641.69,399.45,414.86,367.69,441.71,322.01,321.97,408.8,460.01,684.93,333.14,332.63,175.25,308.12,313.47,311.7,309.52,308.9,310.94,304.26,203.22,202.85,403.1,132.7,376.66,376.28,476.78,295.89,356.5,246.08,253.76,318.3,146.03,577.5,375.02,390.46,318.77,144.58,305.08,363.72,405.03,440.83,443.52,234.11,315.27,318.22,310.6,307.89,309.5,370.91,370.98,405.01,314.64,365.33,95.62,92.36,89.8,90.07,300.4,390.7,390.36,309.79,229.53,429.81,352.12,273.51,278.28,321.17,394.19,398,399.26,278.15,311.65,311.13,312.91,378.97,391.92,385.68,398.93,397.19,391.09,435.3,437.48,285.98,276.82,276.8,540.51,418.65,418.18,172.23,23.34,313.59,494.74,310.84,326.4,129.01,410.43,282.65,93.09,462.97,302.82,305.83,298.09,456.91,316.93,316.07,316.62,316.85,318.98,494.1,230.02,308.98,310.8,314.02,365.42,363.48,493.8,402.05,237.93,533.76,533.76,533.76,401.69,402.44,374.47,400.25,403.55,399.59,398.81,397.76,208.54,184.87,171.81,161.32,165.38,160.58,471.76,373.06,459.1,432.82,432.89,424.08,409.59,247.49,425.95,400.98,202.84,395.75,376.17,370.8,390.45,355.68,439.89,255.01,414.68,461.39,399.71,309.62,413.61,321.77,458.24,570.72,330.55,214.14,313.64,178.83,399.57,385.31,403.44,388.18,387.51,381.93,381.09,448.71,447.56,298.93,384.82,313.58,317.58,210.43,426.57,229.45,391.63,337.49,365.16,568.19,406.1,478.66,246.42,253.66,403.91,415.24,412.63,436.01,351.16,374.5,396.4,395.1,400,395.89,379.34,400.31,394.14,142.13,543.54,302.54,272.16,182.95,217.2,136.84,138.32,296.41
180.83,304.57,622.08,296.48,190.19,227.17,740.39,489.24,405.1,215.56,215.67,244.37,241.36,527.23,245.47,316.97,512.99,206.92,256.76,333.02,285.27,669.63,162.93,198.25,326.64,330.71,234.51,381.26,185.82,200.87,21.98,301.86,166.98,304.55,211.61,256.1,72.25,219.79,185.52,308.92,493.69,210.39,505.35,246.97,176.67,176.47,282.75,269.49,332.86,340.3,307.73,173.45,634.8,692.21,550.7,302.57,502.33,236.5,232.99,304.45,303.81,306.21,575.98,579.95,230.9,230.96,403.07,216.88,221.52,223.2,184.09,184.93,190.24,579.99,222.39,223.63,217.39,222.46,190.53,358.33,171.75,182.27,194.91,171.07,308.76,486.26,485.56,597.57,536.57,25.08,423.78,415.72,423.43,313.03,311.97,311.16,312.91,501.96,621.48,76.14,200.97,199.58,214.53,328.66,174.73,184.11,184.92,227.62,218.57,294.97,294.94,229.39,216.15,217.97,397.34,396.83,511.89,304.48,397.02,311.69,312.59,305.25,307.3,324.9,617.82,617.82,242.92,401.44,281.32,287.45,74.25,315.24,194.46,440.57,448.17,245.99,499.12,121.29,306.2,181.93,332.73,504.08,315.81,280.97,162.16,191.32,190.14,605.59,405.93,310.47,312.24,318.56,403.63,178.54,306.35,229.59,315.33,265.41,566.85,546.81,544.25,544.52,296.76,233.09,233.09,312.11,333.27,166.12,234.56,314.43,312.99,317.53,226.59,228.57,229.37,402.02,322.4,321.87,319.61,217.59,206.74,210.51,305.49,309.47,212.06,170.12,172.5,315.79,400.69,400.67,27.36,210.66,203.71,513.02,553.85,311.98,47.22,402.97,408.06,418.03,154.63,316.64,566.36,73,303.82,302.8,312.76,197.85,315.44,314.58,315.14,315.36,319.78,55.05,690.94,313.95,313.13,314.71,320.19,324.65,196.21,195.06,361.76,5.69,5.69,5.69,192.17,193.57,285.65,167.4,163.64,169.25,213.64,212.59,353.75,366.51,402.14,409.29,403.25,408.02,240.06,303.67,178.4,182.8,184.68,226.66,188.53,334.74,173.32,194.41,666.41,202.92,307.35,308.5,243.38,238.01,174.89,368.81,198.84,82.66,171.85,318.41,247.46,318.14,151.21,13.66,246.09,395.72,403.61,519.84,169.7,237.75,169.21,214.56,208.41,234.4,209.64,179.75,187.74,315.55,186.62,314.26,316.1,619.49,206.61,368.9,170.91,307.94,286.63,47.45,292.24,230.25,303.52,283.61,284.36,165.02,156.76,187.93,200.99,239.49,238.74,241.45,246.36,174.04,219.53,171.83,252.21,542.09,53.05,327.05,690.4,370.3,676.74,513.97,505.69,309.12
212.82,171,398.53,93.59,213.12,580.73,465.91,232.5,63.34,181.55,213.22,152.52,163.74,291.84,149.4,134.65,277.59,183.75,141.14,61.11,129.42,445.7,229.22,196.08,65.98,58.19,170.55,23.84,221.45,196.2,390.43,141.46,239.73,122.68,260.46,153.05,366.54,178.6,219.48,139.65,277.47,260.56,269.71,150.02,216.43,216.63,131.36,133.72,110.65,109.34,135.53,237.07,410.86,467.95,314.65,88.77,266.93,164.81,171.44,111.65,111,109.39,301.56,305.54,170.21,171.25,83.23,235.31,169.7,172.17,210.32,209.02,543.66,295.97,290.5,278.47,277.57,277.31,543.96,50.91,244.24,223.64,362.53,225.07,84.48,280.63,279.94,344.43,267.58,408.92,283.06,282.78,282.7,84.92,75.86,76.55,76.8,266.05,397.32,314.15,206.89,207.42,567.96,66.19,528.17,210.41,209.23,162.56,200.96,96.83,96.8,167.81,224.2,571.4,82.39,81.88,276.49,87.21,329.97,83.63,82.49,86.44,84.39,69.15,392.75,392.8,162.45,127.02,136.84,136.45,325.87,90.04,213.72,59.51,60.38,185.33,242.85,464.44,138.38,277.38,83.54,252.93,106.81,122.9,232.9,200.13,206.37,380.26,66.48,79.54,75.48,72.81,60.7,227.67,134.33,164.02,79.42,126.53,275.69,272.43,269.87,270.14,94.66,156.77,156.77,74.57,77.59,224.68,168.01,96.82,100.08,83.8,189.05,162.92,161.47,294.64,76.42,75.9,77.68,178.47,186.42,180.05,162.94,161.2,185.5,230.17,231.85,96.55,293.31,293.29,402.01,178.24,212.55,277.62,279.44,78.36,381.21,62.04,77.61,125.66,247.63,77.79,273.16,319.46,97.69,100.7,99.08,216.16,81.7,80.84,81.4,81.63,83.76,380.58,467.25,73.76,75.58,78.8,129.43,127.56,260.51,196.42,47.1,386.84,386.84,386.84,196.08,196.81,134.65,225.91,229.68,225.26,193.19,192.13,66.16,102.1,127.52,134.67,128.63,133.4,228.54,139.06,218.69,227.69,227.76,183.66,203.97,69.55,220.32,195.36,443.57,189.87,139.54,134.16,149.5,159.35,234.27,21.02,209.54,317.88,225.85,74.5,172.97,84.4,252.5,382.07,184.73,52.86,64.84,284.44,225.7,179.68,226.74,182.59,181.77,176.3,187.44,243.09,206.81,77.59,214.67,78.36,82.36,396.11,186.16,32.16,237.09,92.68,124.1,379.54,170.12,237.83,109.91,139.42,167.28,263.01,260.06,230.38,206.4,168.87,155.44,154.45,159.36,220.03,173.59,246.39,153.19,306.04,430.01,67.32,466.46,124.93,457.41,253.57,245.97,90.56
32.05,168.55,535.91,146.95,26.1,352.1,588.51,350.71,255.26,65.76,47.81,94.85,91.84,407.49,95.95,170.16,397.75,54.91,107.13,181.28,135.71,581.9,63.05,53.63,177.23,178.97,84.76,231.62,16.23,49.02,177.98,155.11,29.7,119.49,154.34,94.84,185.03,70.04,22.73,161.81,393.12,154.45,387.4,97.45,99.73,99.93,128.6,119.87,183.3,191.36,158.17,23.51,547.97,605.34,432.33,152.93,384.07,86.98,83.47,135.64,134.99,137.31,425.17,443.11,67.2,67.25,251.11,119.65,66.35,63.88,89.1,87.98,315.19,418.38,148.73,149.97,146.97,148.8,315.49,197.3,23.37,23.4,133.89,31.31,163.11,399.23,398.53,467.03,385.26,201.57,336.22,328.38,335.86,163.06,162.55,161.75,163.49,383.73,534.71,114.01,58.63,59.17,339.49,178.83,299.7,31.36,32.17,71.45,90.64,145.44,145.4,79.87,102.56,342.93,247.49,246.99,396.65,154.85,309.63,162.27,161.61,155.62,157.67,175.5,530.09,530.14,93.4,249.76,131.7,137.89,117.14,165.37,24.88,291.04,298.64,65.74,361.05,235.8,158.65,55.16,183.3,371.13,141.23,131.41,37.41,82.48,85.17,517.64,256.09,161.06,162.86,169.19,253.79,8.95,159.72,80.07,165.92,116.81,398.29,395.03,392.47,392.74,146.91,83.57,83.57,162.73,172.52,43.27,70.86,145.5,144.1,168.63,76.2,79.05,79.85,314.82,172.99,172.47,170.21,58.27,57.22,60.73,156.2,162.73,62.26,77.43,79.12,146.9,313.49,313.47,189.57,71.16,68.13,394.78,417.01,162.56,143.79,253.13,258.17,266.84,29.01,166.88,395.76,111.56,153.98,143.02,143.94,99.45,166.53,165.67,166.23,166.45,168.04,143.15,604.63,164.58,163.75,165.3,174,177.84,146.4,43.07,216.99,182.35,182.35,182.35,49.83,51.23,136.09,32.16,35.92,31.5,64.12,63.06,193.01,229.67,250.33,257.48,251.44,256.21,120.85,151.93,99.5,74.94,75.03,89.75,40.66,174,49.85,46.55,566.17,50.91,159.8,163.68,93.86,78.69,81.54,218.75,63.25,109.98,32.08,169.01,97.98,169.23,64.95,187.77,62.58,247.38,253.77,401.59,31.94,88.23,35.35,64.75,56.4,84.65,57.06,90.36,90.1,165.94,22.53,164.86,167.19,533.49,77.29,218.91,23.54,158.37,137.06,185.24,148.53,121.54,166.68,146.77,140.65,44.39,41.71,77.66,31.4,89.87,89.22,91.93,96.84,28.27,64.15,32.22,102.69,423.72,192.59,177.65,602.67,235.65,589.01,371.88,364.17,159.25
424.11,431.32,160.92,350.22,409.6,667.28,194.2,150.66,336.54,411.09,370.46,417.17,428.38,104.1,414.05,394.98,129.22,413.29,405.07,320.73,397.78,208.79,458.75,425.62,325.58,317.81,400.08,260.08,396.3,425.74,552.62,402.53,421.48,340.58,525.93,361.91,591.66,408.14,414.51,400.71,176.75,526.42,118.82,414.67,481.25,481.45,283.6,397.66,371.71,369.66,395.94,415.29,173.96,231.37,75.66,330.22,130.58,429.45,436.09,314.2,313.55,315.95,50.62,55.91,378.62,379.64,356.43,500.79,399.24,401.71,471.4,470.02,680.87,43.06,529.86,531.49,528.5,550.76,681.17,263.94,415.4,415.43,427.16,423.34,336.42,181.73,181.05,78.1,76.17,576.21,209.95,209.68,209.6,314.46,334.62,342.92,333.69,127.34,160.86,498.05,436.2,436.74,651.68,295.73,620.64,423.14,438.54,392.1,465.39,346.41,346.37,432.86,483.7,652.53,357.55,357.04,118.64,332.14,256.86,335.72,338.38,332.91,334.95,328.78,146.61,146.92,427.5,156.2,400.35,399.96,501.19,319.58,380.91,270.22,277.45,342.24,142.32,558.65,398.71,414.86,343.17,111.8,329.11,388.13,429.44,464.52,465.59,178.18,339.68,342.23,335.11,331.58,333.9,394.6,395.39,429.07,339.05,389.02,53.44,52.73,51.7,51.43,324.2,414.77,414.77,334.2,253.21,454.21,375.81,297.2,301.97,343.43,418.59,422.41,423.21,221.53,336.05,335.53,337.31,403.03,415.96,409.59,424.01,422.27,415.04,459.7,461.16,310.06,220.2,220.18,564.2,443.06,441.87,115.61,42.95,337.99,518.43,335.24,350.8,152.87,434.12,307.33,54.49,487.37,327.23,330.24,322.5,480.6,341.33,340.47,341.03,341.26,343.38,517.79,199.03,333.39,335.21,338.43,390.5,388.63,517.48,425.74,262.33,558.17,558.17,558.17,425.62,426.12,398.16,423.94,427.95,423.53,422.5,421.45,232.95,209.28,182.05,171.38,175.42,170.62,495.78,397.47,483.51,457.22,457.3,448.48,433.28,271.9,449.64,424.9,171.86,419.41,399.86,394.48,414.14,379.74,463.81,279.18,439.08,485.79,424.11,334.13,438.02,344.03,482.64,594.4,354.24,238.54,338.04,122.43,423.97,409,427.38,412.13,411.31,405.61,405.16,472.4,471.25,323.34,409.22,337.99,341.99,154.5,450.98,253.66,415.31,361.67,389.33,591.87,431.18,503.07,270.83,278.07,427.6,438.93,437.04,459.7,375.57,398.19,420.46,419.5,424.41,420.29,403.13,424,417.83,86.2,567.23,326.95,229.56,198.43,185.79,104.06,106.42,320.1
131.38,127.34,438.63,39.24,131.68,490.55,506.01,272.91,122.21,100.12,123.04,104.5,115.72,332.24,101.38,91.39,318,102.31,94.1,42.27,85.12,486.1,147.79,114.65,37.6,38.16,89.11,85.23,138.1,112.83,307.07,97.14,156.37,32.5,213.26,71.61,283.19,97.17,136.13,93.15,317.88,213.37,309.82,102,168.21,170.47,52.87,86.68,84.1,73.96,82.8,153.72,451.27,508.05,354.75,17.22,307.34,116.79,123.42,23.31,22.66,21.06,341.97,345.95,88.78,89.82,113.03,188.12,86.47,88.94,160.43,157.35,453.2,336.38,217.2,220.52,217.52,219.36,453.49,71.01,162.8,142.2,272.35,143.64,25.44,320.74,320.04,384.53,307.68,325.57,249.71,241.65,249.36,9.11,23.64,31.95,22.71,306.15,437.42,232.72,123.53,124.07,477.49,32.64,437.7,127.05,125.87,81.12,152.72,35.44,35.4,121.89,171.03,480.93,109.42,108.91,316.9,21.16,254.73,24.74,22.58,21.93,23.98,36.44,433.16,432.9,116.53,167.26,87.68,87.3,244.43,12.08,132.29,144.54,152.26,95.15,283.26,374.26,92.53,187.2,45.01,293.34,16.56,77.16,151.47,151.85,154.61,420.36,125.34,29.23,32.02,23.88,119.57,144.31,90.01,118.1,51.1,76.35,315.79,312.53,309.97,310.24,10.37,101.72,103.79,36.04,80.23,143.24,84.66,27.92,27.83,53.31,107.62,111.44,112.23,239.06,37.89,37.37,39.15,95.31,104.98,98.62,113.87,112.13,104.06,148.73,148.5,18.6,237.73,230.32,318.66,132.09,129.2,318.03,319.85,32.76,290.75,120.91,119.7,165.83,164.28,20.49,313.26,238.03,9.35,10.44,19.67,167.93,51.21,50.35,50.91,51.14,53.27,290.11,507.35,35.23,37.05,50.48,85.52,83.59,204.82,113.07,70.96,305.41,305.41,305.41,114.64,113.45,85.49,142.56,148.25,143.82,109.83,108.78,97.31,142.51,167.93,175.08,169.04,173.81,184.8,86.5,172.53,146.26,146.32,137.51,120.61,51.69,136.97,113.93,483.67,108.43,93.69,88.31,101.47,77.92,152.83,72.78,128.11,236.45,144.41,35.97,127.04,53.91,171.07,298.72,94.27,99.69,123.71,324.85,144.27,96.33,145.31,101.15,100.34,92.95,106,159.73,158.58,19.51,133.23,50.04,51.87,436.21,140,72.87,153.74,50.7,78.35,296.19,123.13,192.09,63.94,73.47,118.86,179.66,178.62,147.03,124.97,85.52,107.42,108.53,113.44,138.6,92.15,163.03,105.16,346.14,339.55,38.59,506.87,165.34,497.82,293.98,286.38,5.96
139.24,125.73,435.13,32.02,139.36,506.98,502.51,268.54,103.8,107.66,139.54,114,125.22,327.87,110.88,89.39,316.67,109.89,88.86,28.9,77.49,481.74,155.46,122.22,24.19,24.79,96.54,80.86,147.6,122.33,316.57,95.55,165.87,49.11,222.76,79.3,292.69,104.72,145.63,93.73,313.51,222.87,306.31,111.5,177.71,178.16,67.45,81.82,64.93,56.87,78.8,163.22,446.9,504.55,351.25,11.29,302.99,126.29,132.92,37.89,37.24,35.64,337.61,341.58,96.55,97.5,99.65,197.62,95.97,98.44,168.11,166.85,469.81,332.02,245.23,245.39,244.48,243.98,470.11,67.16,170.49,150.06,288.77,151.32,17.12,317.24,316.54,381.03,304.18,335.07,264.29,256.23,263.94,24.46,16.09,17.08,15.15,302.65,433.92,240.31,133.03,133.57,494.11,28.94,454.31,136.55,135.38,88.89,162.23,32.04,32,129.32,180.53,497.55,96.04,95.53,315.57,12.84,320.41,16.42,15.02,13.61,15.66,23.06,428.79,429.4,124.21,163.76,84.9,84.51,243.44,26.66,139.87,140.17,148.76,111.32,279.97,390.68,93.12,203.63,31.64,290.05,31.49,70.99,159.15,161.35,164.04,416.86,104.63,20.91,23.58,15.21,102.33,153.81,82.68,125.53,27.51,74.59,312.29,309.03,306.47,306.74,20.92,111.22,111.48,22.66,80.6,150.92,94.16,41.35,42.4,34.14,115.17,118.98,119.78,253.64,24.51,24,25.77,104.81,112.44,106.2,117.03,115.29,111.61,156.41,158,33.17,252.31,244.9,328.16,139.77,138.7,313.67,315.48,22.42,307.36,101.68,106.33,162.33,173.78,12.14,309.76,245.58,23.93,26.95,34.25,177.43,29.8,28.94,29.49,29.72,31.85,306.72,503.85,22.51,23.67,26.89,83.52,81.59,214.32,122.57,67.11,313.09,313.09,313.09,122.21,122.96,82.71,152.06,155.93,151.39,119.33,118.28,92.94,138.14,164.13,171.27,165.24,170.01,192.28,80.34,179.96,153.93,154.01,145.19,130.11,56.08,146.47,121.49,480.17,116.27,94.27,88.9,110.97,85.69,160.41,68.86,135.79,244.13,152.09,22.59,134.73,34.75,178.75,308.22,110.88,95.32,102.32,320.51,151.95,105.83,152.88,108.7,108.03,102.45,112.16,169.23,168.08,6.13,140.91,26.45,30.45,432.71,147.46,69.02,163.24,40.77,72.19,305.69,124.2,199.51,65.23,88.05,122.01,189.16,186.31,156.53,132.65,95.02,116.92,116.21,120.87,146.28,99.86,172.53,114.66,342.64,356.16,25.22,502.5,160.97,493.45,290.8,282.02,20.54
141.13,121.63,441.05,27.92,141.28,508.9,508.43,274.46,99.7,109.55,141.43,96.48,107.7,333.79,93.36,85.28,322.59,111.78,84.76,24.79,73.38,487.66,157.38,124.1,20.08,20.68,98.43,86.78,149.49,124.22,318.46,91.44,167.76,51,211.08,81.22,294.58,106.6,147.51,89.63,319.43,211.19,312.23,93.98,179.6,160.61,69.34,77.71,60.83,52.77,74.7,165.1,452.82,510.47,357.17,13.17,308.9,108.77,115.4,39.81,39.16,37.52,343.52,347.5,98.43,99.41,95.54,185.94,97.86,100.33,170.03,168.74,471.7,338.3,241.12,241.29,240.37,240.12,471.99,73.08,172.41,151.94,290.69,153.24,12.9,323.15,322.46,386.95,310.09,336.95,266.21,258.15,265.85,26.38,11.98,12.98,11.05,308.57,439.84,242.2,134.92,135.46,495.99,34.85,456.2,138.44,137.26,90.78,164.11,32.69,32.65,111.8,182.41,499.44,91.93,91.42,321.48,14.73,322.33,12.05,10.92,14.86,12.82,18.96,434.71,435.32,106.44,169.68,80.79,80.41,245.33,28.55,141.75,135.06,136.21,113.21,285.88,392.6,89.01,205.55,27.53,295.97,33.38,66.89,161.07,163.24,165.92,422.78,100.53,16.81,19.47,11.11,98.23,155.7,78.57,108.01,23.4,70.49,318.21,314.95,312.39,312.66,22.81,113.11,113.4,18.55,86.52,152.84,96.05,43.23,44.29,30.04,117.05,120.87,121.67,255.56,20.41,19.89,21.67,106.7,114.32,108.08,112.92,111.18,113.5,158.33,159.88,35.06,254.23,246.82,330.04,122.23,140.59,319.58,321.4,18.31,309.25,97.57,102.22,168.25,175.67,18.05,315.68,247.46,25.85,28.87,36.17,179.32,25.69,24.83,25.39,25.61,27.74,308.61,509.77,18.4,19.57,22.79,79.41,77.48,216.2,124.45,73.02,315.01,315.01,315.01,124.1,124.84,78.61,153.94,157.85,153.28,121.22,120.16,98.86,144.06,170.04,177.19,171.15,175.92,178.61,76.23,181.85,155.85,155.93,127.65,132,61.99,148.35,123.38,486.09,118.16,90.17,84.79,93.45,87.57,162.29,65.03,137.71,246.05,154.01,18.49,116.95,30.64,180.67,310.1,112.77,101.24,98.21,326.43,153.87,107.71,154.77,110.59,109.92,104.33,114.05,171.12,169.96,2.03,142.83,22.34,26.35,438.63,149.34,74.94,165.13,36.66,68.08,307.57,120.1,187.84,75.06,89.97,117.91,191.05,188.23,158.41,134.44,96.91,99.4,98.44,103.35,148.2,101.75,174.42,97.14,348.56,358.05,21.11,508.42,166.89,499.37,296.72,287.93,22.42
